,Year,Month,State,City/County,Killed,Injured,Total
1952,2016,December,North Carolina,Wilson,4,0,4
1953,2016,December,Alabama,Birmingham,1,3,4
1954,2016,December,Illinois,Chicago,0,4,4
1955,2016,December,Illinois,Chicago (Roseland),5,0,5
1956,2016,December,North Carolina,Charlotte,0,4,4
1957,2016,December,Illinois,Chicago,0,4,4
1958,2016,December,Illinois,Chicago,2,2,4
1959,2016,December,California,Sacramento,1,3,4
1960,2016,December,New York,Brooklyn,0,4,4
1961,2016,December,Florida,Orlando (Pine Hills),1,4,5
1962,2016,December,Maryland,Baltimore,0,5,5
1963,2016,December,North Carolina,Rocky Mount,0,4,4
1964,2016,December,Texas,Channelview,4,0,4
1965,2016,December,California,Fresno,0,4,4
1966,2016,December,New Mexico,Albuquerque,4,1,5
1967,2016,December,California,Los Angeles,0,6,6
1968,2016,December,New Jersey,Bloomfield,0,6,6
1969,2016,December,California,Clearlake Oaks,1,3,4
1970,2016,November,Maryland,Baltimore,2,4,6
1971,2016,November,Texas,Mission (Palmview),1,3,4
1972,2016,November,California,Wilmington,0,4,4
1973,2016,November,California,San Pedro,0,4,4
1974,2016,November,Louisiana,New Orleans,1,9,10
1975,2016,November,Missouri,Kansas City,0,7,7
1976,2016,November,Illinois,Chicago,1,5,6
1977,2016,November,Louisiana,New Orleans,0,4,4
1978,2016,November,Kentucky,Louisville,2,4,6
1979,2016,November,New York,Albany,1,3,4
1980,2016,November,Mississippi,Olive Branch,0,4,4
1981,2016,November,Florida,Clewiston,1,4,5
1982,2016,November,Illinois,Chicago,0,4,4
1983,2016,November,Tennessee,Dyersburg,1,7,8
1984,2016,November,Florida,Jacksonville,3,2,5
1985,2016,November,Texas,San Antonio,0,4,4
1986,2016,November,California,San Diego,3,2,5
1987,2016,November,Florida,Orlando,0,4,4
1988,2016,November,California,Sacramento,1,5,6
1989,2016,November,Missouri,Kansas City,1,3,4
1990,2016,November,Connecticut,Bridgeport,0,5,5
1991,2016,November,Texas,Houston,0,4,4
1992,2016,November,Texas,Houston,1,3,4
1993,2016,November,Washington,Seattle,0,5,5
1994,2016,November,Illinois,Chicago,1,3,4
1995,2016,November,Tennessee,Memphis,0,4,4
1996,2016,November,Texas,San Antonio,0,4,4
1997,2016,November,South Carolina,Myrtle Beach,0,5,5
1998,2016,November,Florida,Fort Lauderdale (Lauderhill),1,3,4
1999,2016,November,California,Oakland,0,8,8
2000,2016,November,Illinois,Chicago,0,5,5
2001,2016,November,Pennsylvania,Philadelphia,0,4,4
2002,2016,November,Illinois,Chicago,2,2,4
2003,2016,November,New Jersey,Orange,2,2,4
2004,2016,November,Arkansas,Little Rock,1,4,5
2005,2016,November,Tennessee,Memphis,1,5,6
2006,2016,October,Louisiana,Shreveport,0,4,4
2007,2016,October,Ohio,Toledo,0,4,4
2008,2016,October,Maryland,Capitol Heights,3,3,6
2009,2016,October,New York,New York (Manhattan),0,4,4
2010,2016,October,New York,Newburgh,2,5,7
2011,2016,October,Texas,San Antonio,0,5,5
2012,2016,October,California,Los Angeles,0,5,5
2013,2016,October,Ohio,Dayton,1,3,4
2014,2016,October,California,Riverside,0,4,4
2015,2016,October,Mississippi,Jackson,0,6,6
2016,2016,October,Florida,Miami Gardens,0,4,4
2017,2016,October,Georgia,Jackson,4,0,4
2018,2016,October,Ohio,Dayton,1,3,4
2019,2016,October,Virginia,Roanoke,2,3,5
2020,2016,October,Oklahoma,Wellston,1,5,6
2021,2016,October,California,Oakland,0,7,7
2022,2016,October,California,San Francisco,0,4,4
2023,2016,October,Illinois,Chicago (Englewood),1,4,5
2024,2016,October,Alabama,Mobile,0,5,5
2025,2016,October,Illinois,Rockford,1,5,6
2026,2016,October,California,Los Angeles,4,11,15
2027,2016,October,Illinois,Chicago,1,6,7
2028,2016,October,Illinois,Chicago,0,4,4
2029,2016,October,Michigan,Grand Rapids,1,8,9
2030,2016,October,California,Sacramento,1,3,4
2031,2016,October,New York,Brooklyn,0,4,4
2032,2016,October,Louisiana,New Orleans,3,2,5
2033,2016,October,Minnesota,Minneapolis,0,4,4
2034,2016,October,Texas,San Antonio,1,4,5
2035,2016,October,Illinois,Pembroke Township,4,0,4
2036,2016,October,California,Fresno,0,4,4
2037,2016,September,California,San Francisco,1,3,4
2038,2016,September,North Carolina,Winston Salem (Winston-salem),0,4,4
2039,2016,September,Texas,Humble,0,4,4
2040,2016,September,Texas,Houston,1,6,7
2041,2016,September,Illinois,Champaign,1,3,4
2042,2016,September,Maryland,Baltimore,0,8,8
2043,2016,September,Washington,Burlington,5,0,5
2044,2016,September,Pennsylvania,Philadelphia,0,4,4
2045,2016,September,Pennsylvania,Pittsburgh,0,4,4
2046,2016,September,Virginia,Lynchburg,1,3,4
2047,2016,September,District of Columbia,Washington,2,7,9
2048,2016,September,Florida,Miami,0,6,6
2049,2016,September,Florida,Orlando,1,6,7
2050,2016,September,Indiana,Indianapolis,2,2,4
2051,2016,September,California,Los Angeles (Hollywood),2,2,4
2052,2016,September,Pennsylvania,Philadelphia,2,5,7
2053,2016,September,Texas,Humble,1,3,4
2054,2016,September,Indiana,Fort Wayne,3,2,5
2055,2016,September,Louisiana,New Orleans,1,5,6
2056,2016,September,Missouri,Kansas City,0,6,6
2057,2016,September,Michigan,Saginaw,0,5,5
2058,2016,September,North Carolina,New Bern,0,5,5
2059,2016,September,Indiana,Fort Wayne,3,1,4
2060,2016,September,New Jersey,Jersey City,1,3,4
2061,2016,September,Florida,Miami,1,3,4
2062,2016,September,Texas,Del Valle,4,0,4
2063,2016,September,Arkansas,Hot Springs National Park (Hot Springs),1,4,5
2064,2016,September,Illinois,Chicago,2,3,5
2065,2016,September,Pennsylvania,Reading,0,4,4
2066,2016,September,Virginia,Roanoke,1,10,11
2067,2016,September,North Carolina,Wilmington,1,3,4
2068,2016,September,Illinois,Chicago,0,4,4
2069,2016,August,Georgia,Atlanta,0,4,4
2070,2016,August,Illinois,Chicago (Englewood),0,4,4
2071,2016,August,New Jersey,Egg Harbor City,1,5,6
2072,2016,August,Texas,Lubbock,0,6,6
2073,2016,August,New York,Bronx,0,4,4
2074,2016,August,Missouri,Saint Louis,2,2,4
2075,2016,August,Alabama,Dadeville,0,5,5
2076,2016,August,Alabama,Bessemer (Brighton),1,6,7
2077,2016,August,Florida,Miami,2,4,6
2078,2016,August,New Jersey,Bridgeton,0,5,5
2079,2016,August,Massachusetts,Boston,0,4,4
2080,2016,August,Connecticut,Bridgeport,0,13,13
2081,2016,August,Connecticut,Hamden,0,4,4
2082,2016,August,Washington,Tacoma,0,5,5
2083,2016,August,Alabama,Citronelle,5,0,5
2084,2016,August,Connecticut,Waterbury,0,4,4
2085,2016,August,California,Oakland,0,4,4
2086,2016,August,Virginia,Norfolk,0,4,4
2087,2016,August,Minnesota,Minneapolis,0,5,5
2088,2016,August,California,Los Angeles,0,4,4
2089,2016,August,Wisconsin,Milwaukee,2,2,4
2090,2016,August,New York,Richmond Hill,0,4,4
2091,2016,August,Missouri,Joplin,0,4,4
2092,2016,August,Florida,Jacksonville,1,3,4
2093,2016,August,Texas,Dallas,1,3,4
2094,2016,August,Pennsylvania,Philadelphia,0,4,4
2095,2016,August,Illinois,Evanston,0,4,4
2096,2016,August,California,Sacramento,1,3,4
2097,2016,August,Florida,Jacksonville,0,7,7
2098,2016,August,New Mexico,Albuquerque,2,2,4
2099,2016,August,California,Los Angeles,1,3,4
2100,2016,August,Colorado,Arvada,2,2,4
2101,2016,August,Mississippi,Vicksburg,1,3,4
2102,2016,August,Illinois,Chicago,0,4,4
2103,2016,August,Pennsylvania,Reading (Sinking Spring),5,0,5
2104,2016,August,Michigan,Pontiac,1,3,4
2105,2016,August,California,Perris,2,2,4
2106,2016,August,Tennessee,Memphis,0,4,4
2107,2016,August,Georgia,Decatur,1,3,4
2108,2016,August,Florida,Hollywood (West Park),0,4,4
2109,2016,August,Indiana,Evansville,0,4,4
2110,2016,July,Florida,Miami,3,1,4
2111,2016,July,Texas,Austin,1,4,5
2112,2016,July,Missouri,Saint Louis,0,5,5
2113,2016,July,Washington,Mukilteo,3,1,4
2114,2016,July,Georgia,Townsend (Eulonia),0,5,5
2115,2016,July,Georgia,Athens,0,7,7
2116,2016,July,New York,Elmira,0,5,5
2117,2016,July,Maryland,Baltimore,0,4,4
2118,2016,July,Illinois,Chicago,2,2,4
2119,2016,July,Florida,Fort Myers,2,19,21
2120,2016,July,Ohio,Hamilton,1,7,8
2121,2016,July,South Carolina,North Charleston,0,4,4
2122,2016,July,Ohio,Cincinnati,2,2,4
2123,2016,July,New York,Brooklyn,0,4,4
2124,2016,July,Texas,Bastrop,4,1,5
2125,2016,July,Illinois,Kankakee,0,5,5
2126,2016,July,Illinois,Chicago,0,5,5
2127,2016,July,California,Fresno,0,4,4
2128,2016,July,Arkansas,West Memphis,0,4,4
2129,2016,July,Michigan,Detroit,0,4,4
2130,2016,July,Louisiana,Baton Rouge,4,3,7
2131,2016,July,Texas,Houston,1,3,4
2132,2016,July,Texas,Dallas,0,5,5
2133,2016,July,Ohio,Cleveland,0,5,5
2134,2016,July,California,Bakersfield,1,14,15
2135,2016,July,California,San Bernardino,0,4,4
2136,2016,July,Tennessee,Clarksville,0,6,6
2137,2016,July,Washington,Woodland,3,1,4
2138,2016,July,Texas,Crosby,3,1,4
2139,2016,July,California,Oakland,0,4,4
2140,2016,July,Ohio,Akron,1,3,4
2141,2016,July,Georgia,Warner Robins,0,5,5
2142,2016,July,Missouri,Saint Louis,2,2,4
2143,2016,July,Maryland,Baltimore,0,5,5
2144,2016,July,Michigan,Jackson,0,4,4
2145,2016,July,Michigan,Saint Joseph,3,2,5
2146,2016,July,District of Columbia,Washington,0,4,4
2147,2016,July,Louisiana,Baton Rouge,0,4,4
2148,2016,July,Texas,Dallas,5,9,14
2149,2016,July,Tennessee,Bristol,1,4,5
2150,2016,July,California,Los Angeles,0,4,4
2151,2016,July,New York,Brooklyn,0,7,7
2152,2016,July,Texas,Houston,3,2,5
2153,2016,July,Pennsylvania,Pittsburgh,0,4,4
2154,2016,July,Illinois,Chicago (Englewood),0,4,4
2155,2016,July,Ohio,Cleveland,0,4,4
2156,2016,July,Arizona,Phoenix,2,6,8
2157,2016,July,Louisiana,Monroe,2,3,5
2158,2016,July,Tennessee,Chattanooga,0,4,4
2159,2016,June,Illinois,Chicago,1,4,5
2160,2016,June,Nevada,Las Vegas,5,0,5
2161,2016,June,California,Los Angeles,1,3,4
2162,2016,June,Illinois,Chicago,0,4,4
2163,2016,June,Oregon,Woodburn,3,1,4
2164,2016,June,South Carolina,Bennettsville,0,4,4
2165,2016,June,North Carolina,Charlotte,0,5,5
2166,2016,June,Georgia,Atlanta,1,4,5
2167,2016,June,Texas,Houston,1,3,4
2168,2016,June,Texas,Corpus Christi,0,4,4
2169,2016,June,Texas,Fort Worth,2,5,7
2170,2016,June,Virginia,Norfolk,0,4,4
2171,2016,June,Illinois,Chicago,0,4,4
2172,2016,June,Kansas,Kansas City,0,4,4
2173,2016,June,Connecticut,Hartford,0,5,5
2174,2016,June,Maryland,District Heights,3,2,5
2175,2016,June,Georgia,Stone Mountain,1,3,4
2176,2016,June,Washington,Olympia,3,1,4
2177,2016,June,Illinois,Chicago,0,4,4
2178,2016,June,New Jersey,Willingboro,0,4,4
2179,2016,June,Kentucky,Louisville,2,2,4
2180,2016,June,Virginia,Roanoke,0,4,4
2181,2016,June,Virginia,Exmore,1,3,4
2182,2016,June,Georgia,Waycross,2,2,4
2183,2016,June,Illinois,Chicago,0,4,4
2184,2016,June,California,Oakland,1,3,4
2185,2016,June,Delaware,Wilmington,0,4,4
2186,2016,June,California,Fresno,0,4,4
2187,2016,June,New York,Brooklyn,0,5,5
2188,2016,June,Illinois,Chicago,0,5,5
2190,2016,June,Minnesota,Webster,0,4,4
2191,2016,June,North Carolina,Charlotte,1,3,4
2192,2016,June,California,Stockton,1,3,4
2193,2016,June,New Mexico,Roswell,5,0,5
2194,2016,June,California,Panorama City,3,2,5
2195,2016,June,Florida,Fort Walton Beach,0,4,4
2196,2016,June,District of Columbia,Washington,0,4,4
2197,2016,June,Massachusetts,Boston,1,3,4
2198,2016,June,California,Visalia,0,4,4
2199,2016,June,Arizona,Phoenix,2,4,6
2200,2016,June,Minnesota,Minneapolis,0,4,4
2201,2016,June,Florida,Cape Coral,3,3,6
2202,2016,June,New York,Brooklyn,0,4,4
2203,2016,June,Colorado,Denver,3,1,4
2204,2016,May,Illinois,Chicago,0,4,4
2205,2016,May,Indiana,Fort Wayne,0,4,4
2206,2016,May,Maryland,Baltimore,0,5,5
2207,2016,May,California,Sacramento,0,5,5
2208,2016,May,Nevada,Las Vegas,0,4,4
2209,2016,May,New Jersey,Trenton,0,6,6
2210,2016,May,Indiana,Indianapolis,0,4,4
2211,2016,May,Texas,Houston,2,6,8
2212,2016,May,New Jersey,Newark,0,5,5
2213,2016,May,Louisiana,New Orleans,0,4,4
2214,2016,May,California,Stockton,1,3,4
2215,2016,May,Tennessee,Nashville,0,4,4
2216,2016,May,Georgia,Jackson,1,3,4
2217,2016,May,Indiana,Indianapolis,0,4,4
2218,2016,May,South Carolina,Ravenel,3,1,4
2219,2016,May,Georgia,Moultrie,5,0,5
2220,2016,May,Indiana,Evansville,0,4,4
2221,2016,May,Georgia,Atlanta,0,5,5
2222,2016,May,West Virginia,Charleston,1,3,4
2223,2016,May,Alabama,Birmingham,1,4,5
2224,2016,May,Illinois,Chicago,0,5,5
2225,2016,May,Texas,Austin,1,3,4
2226,2016,May,Michigan,Detroit,1,4,5
2227,2016,May,Alabama,Montgomery,1,3,4
2228,2016,May,Maryland,Bethesda,3,3,6
2229,2016,May,Louisiana,Shreveport,2,6,8
2230,2016,May,Florida,Miami,1,3,4
2231,2016,May,Minnesota,Minneapolis,1,7,8
2232,2016,May,Tennessee,Murfreesboro,0,5,5
2233,2016,April,Missouri,Saint Louis (Ferguson),0,4,4
2234,2016,April,California,Oakland,0,5,5
2235,2016,April,Louisiana,Baton Rouge,2,2,4
2236,2016,April,Mississippi,Kilmichael,3,1,4
2237,2016,April,Maryland,District Heights (Forestville),1,4,5
2238,2016,April,Tennessee,Nashville,0,4,4
2239,2016,April,Florida,Miami,0,5,5
2240,2016,April,Virginia,Halifax,0,5,5
2241,2016,April,Illinois,Chicago (Englewood),2,3,5
2242,2016,April,Colorado,Denver,0,4,4
2243,2016,April,Nevada,Las Vegas,1,3,4
2244,2016,April,Alabama,Auburn,3,1,4
2245,2016,April,New York,New York (Manhattan),0,4,4
2246,2016,April,Kansas,Topeka,1,4,5
2247,2016,April,Ohio,Piketon,8,0,8
2248,2016,April,Georgia,Appling,6,0,6
2249,2016,April,Maryland,Baltimore,0,4,4
2250,2016,April,Alabama,Blountsville,1,4,5
2251,2016,April,Illinois,Chicago,1,3,4
2252,2016,April,Illinois,Chicago,1,4,5
2253,2016,April,California,Long Beach,1,3,4
2254,2016,April,Pennsylvania,Philadelphia,3,1,4
2255,2016,April,South Carolina,Pelzer,1,3,4
2256,2016,April,Texas,Edinburg,1,6,7
2257,2016,April,Michigan,Detroit,1,4,5
2258,2016,April,Florida,Orlando,2,4,6
2259,2016,April,Alabama,Enterprise,0,4,4
2260,2016,April,Wisconsin,Milwaukee,1,3,4
2261,2016,April,California,Los Angeles,0,4,4
2262,2016,April,Tennessee,Memphis,0,4,4
2263,2016,April,Alabama,Anniston,0,4,4
2264,2016,April,New Mexico,Albuquerque,0,4,4
2265,2016,April,Illinois,Chicago,0,4,4
2266,2016,March,Illinois,Chicago (Englewood),0,4,4
2267,2016,March,Illinois,Chicago,0,4,4
2268,2016,March,Colorado,Denver,0,4,4
2269,2016,March,Illinois,Chicago,0,4,4
2270,2016,March,Florida,Plantation,1,4,5
2271,2016,March,Alabama,Wetumpka,2,2,4
2272,2016,March,Georgia,Atlanta,0,5,5
2273,2016,March,Florida,Fort Myers,0,4,4
2274,2016,March,Oregon,Portland,0,4,4
2275,2016,March,California,Oakland,0,4,4
2276,2016,March,Michigan,Detroit,2,2,4
2277,2016,March,New Jersey,Trenton,0,5,5
2278,2016,March,Pennsylvania,Pittsburgh (Wilkinsburg),6,2,8
2279,2016,March,Texas,San Antonio,2,3,5
2280,2016,March,Louisiana,Lafayette,0,4,4
2281,2016,March,Kansas,Kansas City,5,0,5
2282,2016,March,Massachusetts,Chelsea,1,6,7
2283,2016,March,Georgia,Roswell,0,4,4
2284,2016,March,California,Compton,1,8,9
2285,2016,March,Kansas,Wichita,0,4,4
2286,2016,March,Ohio,Columbus,1,3,4
2287,2016,February,Michigan,Detroit,0,5,5
2288,2016,February,California,Riverside (Jurupa Valley),1,3,4
2289,2016,February,Virginia,Woodbridge (Lake Ridge),2,2,4
2290,2016,February,Washington,Belfair,5,0,5
2291,2016,February,Kansas,Hesston,4,14,18
2292,2016,February,Arizona,Glendale,5,0,5
2293,2016,February,Florida,Daytona Beach,0,4,4
2294,2016,February,Texas,Houston,0,5,5
2295,2016,February,Missouri,Hazelwood,1,3,4
2296,2016,February,Florida,Tampa,1,3,4
2297,2016,February,Michigan,Kalamazoo,6,2,8
2298,2016,February,Alabama,Bessemer,1,3,4
2299,2016,February,Florida,Orlando,0,4,4
2300,2016,February,Mississippi,Iuka,2,3,5
2301,2016,February,Missouri,Edgerton,4,0,4
2302,2016,February,California,Vallejo,1,3,4
2303,2016,February,Texas,Houston,1,3,4
2304,2016,February,Alabama,Eutaw (Union),0,5,5
2305,2016,February,Louisiana,Marrero,0,4,4
2306,2016,February,Mississippi,Pass Christian,2,4,6
2307,2016,February,Florida,Orlando,2,10,12
2308,2016,February,New York,Rochester,1,7,8
2309,2016,February,Illinois,Chicago (Englewood),0,4,4
2310,2016,February,California,Los Angeles,1,3,4
2311,2016,February,Florida,Apopka,0,4,4
2312,2016,February,Florida,Tampa,2,6,8
2313,2016,February,District of Columbia,Washington,0,4,4
2314,2016,January,Arizona,Glendale,3,5,8
2315,2016,January,Virginia,Chesapeake,6,0,6
2316,2016,January,Washington,Seattle,2,3,5
2317,2016,January,California,Perris,1,4,5
2318,2016,January,California,Los Angeles,2,2,4
2319,2016,January,Virginia,Ware Neck (Gloucester Courthouse),1,3,4
2320,2016,January,Delaware,Wilmington,1,4,5
2321,2016,January,District of Columbia,Washington,0,4,4
2322,2016,January,Illinois,Chicago,1,4,5
2323,2016,January,Tennessee,Memphis,1,3,4
2324,2016,January,Florida,Lakeland,3,1,4
2325,2015,December,Louisiana,New Orleans,0,6,6
2326,2015,December,Tennessee,Jackson,0,4,4
2327,2015,December,Pennsylvania,Philadelphia,0,4,4
2328,2015,December,Florida,Jacksonville,0,4,4
2329,2015,December,Alabama,Mobile,0,4,4
2330,2015,December,California,San Leandro,0,4,4
2331,2015,December,North Carolina,Wilmington,1,4,5
2332,2015,December,Florida,North Miami Beach,0,4,4
2333,2015,December,Florida,Miami (Goulds),1,4,5
2334,2015,December,California,Los Angeles,1,3,4
2335,2015,December,California,Huntington Beach,0,4,4
2336,2015,December,Illinois,Lovejoy (Brooklyn),1,3,4
2337,2015,December,Georgia,Savannah,0,4,4
2338,2015,December,Maryland,Baltimore,1,3,4
2339,2015,December,Pennsylvania,Pittsburgh (Mount Oliver),0,4,4
2340,2015,December,Ohio,Cincinnati (Fairmount),1,3,4
2341,2015,December,Louisiana,Raceland,1,3,4
2342,2015,December,Nebraska,Omaha,2,3,5
2344,2015,December,Georgia,Savannah,1,3,4
2345,2015,November,Illinois,Kankakee,0,5,5
2346,2015,November,Colorado,Colorado Springs,3,9,12
2347,2015,November,California,Sacramento,2,2,4
2348,2015,November,South Carolina,Conway,0,4,4
2349,2015,November,Ohio,Columbus,4,1,5
2350,2015,November,Minnesota,Minneapolis,0,5,5
2351,2015,November,Texas,Brownsville,0,4,4
2352,2015,November,Washington,Seattle,0,4,4
2353,2015,November,New York,Newburgh,0,5,5
2354,2015,November,South Carolina,North Charleston,1,3,4
2355,2015,November,Illinois,Chicago,0,4,4
2356,2015,November,Louisiana,New Orleans,0,17,17
2357,2015,November,Maryland,Baltimore,1,3,4
2358,2015,November,Pennsylvania,Pittsburgh,1,3,4
2359,2015,November,California,Fresno,0,5,5
2360,2015,November,Alabama,Cedar Bluff,3,1,4
2361,2015,November,Texas,Tennessee Colony,5,0,5
2362,2015,November,Pennsylvania,Philadelphia,0,4,4
2363,2015,November,Pennsylvania,Johnstown,0,4,4
2364,2015,November,Florida,Jacksonville,4,1,5
2365,2015,November,Indiana,Indianapolis,2,2,4
2366,2015,November,Iowa,Des Moines,1,3,4
2367,2015,November,Michigan,Warren,0,4,4
2368,2015,November,Colorado,Denver,1,3,4
2369,2015,November,California,Bakersfield,0,4,4
2370,2015,November,Florida,Jacksonville,2,3,5
2371,2015,November,South Carolina,Pendleton,4,0,4
2372,2015,October,Louisiana,Houma,1,3,4
2373,2015,October,Texas,Fort Worth,0,5,5
2374,2015,October,Indiana,Evansville,0,5,5
2375,2015,October,Arizona,Phoenix,1,4,5
2376,2015,October,District of Columbia,Washington,0,5,5
2377,2015,October,North Carolina,Four Oaks,0,5,5
2378,2015,October,South Carolina,Bamberg,0,4,4
2379,2015,October,Tennessee,Nashville,1,3,4
2380,2015,October,Illinois,Calumet City,0,6,6
2381,2015,October,Louisiana,New Orleans,0,4,4
2382,2015,October,Indiana,Elkhart,0,4,4
2383,2015,October,Florida,Fort Myers,1,4,5
2384,2015,October,Georgia,Decatur,0,4,4
2385,2015,October,Tennessee,Memphis,0,6,6
2386,2015,October,North Carolina,Charlotte,0,4,4
2387,2015,October,Illinois,Peoria,1,3,4
2388,2015,October,Arizona,Flagstaff,1,3,4
2389,2015,October,Maryland,Baltimore,0,5,5
2390,2015,October,Maryland,Baltimore,1,4,5
2391,2015,October,Oregon,Roseburg,10,9,19
2392,2015,September,Ohio,Cincinnati (Evanston),0,5,5
2393,2015,September,Illinois,Chicago,3,2,5
2394,2015,September,Illinois,Chicago,2,3,5
2395,2015,September,Ohio,Dayton,0,4,4
2396,2015,September,Georgia,Greenville,0,10,10
2397,2015,September,Illinois,Chicago,0,4,4
2398,2015,September,Missouri,Kansas City,0,4,4
2399,2015,September,Illinois,Danville,0,4,4
2400,2015,September,Illinois,Chicago,0,5,5
2401,2015,September,Florida,Fort Myers,0,4,4
2402,2015,September,Louisiana,Shreveport,0,5,5
2403,2015,September,Georgia,Norcross,1,3,4
2404,2015,September,Oklahoma,Tulsa,0,6,6
2405,2015,September,Pennsylvania,Philadelphia,1,3,4
2406,2015,September,Illinois,Chicago,1,5,6
2407,2015,September,Indiana,Indianapolis,1,3,4
2408,2015,September,South Dakota,Geddes,6,0,6
2409,2015,September,Michigan,Albion,0,4,4
2410,2015,September,New Jersey,Newark,0,4,4
2411,2015,September,Florida,Ocala,1,5,6
2412,2015,September,Louisiana,Shreveport,0,4,4
2413,2015,September,New York,Rochester,2,4,6
2414,2015,September,Minnesota,Minneapolis,0,6,6
2415,2015,September,Minnesota,Minneapolis,1,3,4
2416,2015,September,North Carolina,Charlotte,0,5,5
2417,2015,September,Minnesota,Excelsior (Greenwood),5,0,5
2418,2015,September,Georgia,Berlin,0,4,4
2419,2015,September,Illinois,Chicago,0,4,4
2420,2015,September,Indiana,Gary,2,4,6
2421,2015,September,Colorado,Denver,0,4,4
2422,2015,September,North Carolina,Charlotte,1,3,4
2423,2015,September,Florida,Daytona Beach,0,4,4
2424,2015,September,Nevada,Las Vegas,1,3,4
2425,2015,September,Missouri,Columbia,0,4,4
2426,2015,August,Tennessee,Memphis,1,4,5
2427,2015,August,Tennessee,Bristol,3,2,5
2428,2015,August,Texas,Tyler,1,3,4
2429,2015,August,New York,Brooklyn,1,3,4
2430,2015,August,California,Salinas,2,2,4
2431,2015,August,Minnesota,Minneapolis (Brooklyn Center),0,4,4
2432,2015,August,Illinois,Chicago,2,2,4
2433,2015,August,Florida,West Palm Beach,2,2,4
2434,2015,August,Louisiana,New Orleans,1,3,4
2435,2015,August,California,Modesto,1,7,8
2436,2015,August,Florida,Orlando (Pine Hills),0,4,4
2437,2015,August,New Mexico,Roswell,3,1,4
2438,2015,August,North Carolina,Durham,0,8,8
2439,2015,August,Ohio,Cincinnati,2,5,7
2440,2015,August,New York,Rochester,3,4,7
2441,2015,August,Texas,Fort Worth,0,6,6
2442,2015,August,Illinois,Chicago,0,4,4
2443,2015,August,South Carolina,Bennettsville,0,5,5
2444,2015,August,Pennsylvania,Pittsburgh,1,3,4
2445,2015,August,California,Los Angeles,0,4,4
2446,2015,August,South Carolina,Orangeburg,1,3,4
2447,2015,August,California,Long Beach,0,4,4
2448,2015,August,Mississippi,Forest,1,3,4
2449,2015,August,Michigan,Detroit,1,3,4
2450,2015,August,Missouri,Kansas City,0,4,4
2451,2015,August,North Carolina,Gastonia,2,3,5
2452,2015,August,Arkansas,Blytheville,1,11,12
2453,2015,August,Texas,Houston,8,0,8
2454,2015,August,Vermont,Barre (Berlin),4,0,4
2455,2015,August,South Carolina,Columbia,0,4,4
2456,2015,August,Missouri,Saint Louis,1,4,5
2457,2015,August,New York,Brooklyn,0,5,5
2458,2015,August,New York,Brooklyn,0,9,9
2459,2015,August,Maryland,Baltimore,0,7,7
2460,2015,August,Illinois,Chicago,1,4,5
2461,2015,August,Georgia,Savannah,0,5,5
2462,2015,August,Illinois,Chicago,0,4,4
2463,2015,August,Florida,Orlando,0,4,4
2464,2015,July,Pennsylvania,Pittsburgh,0,4,4
2465,2015,July,Illinois,Rockford,0,5,5
2466,2015,July,Missouri,Kansas City,2,3,5
2467,2015,July,Louisiana,New Orleans,0,4,4
2468,2015,July,Virginia,Hopewell,0,4,4
2469,2015,July,Pennsylvania,Erie,2,5,7
2470,2015,July,Louisiana,Lafayette,3,9,12
2471,2015,July,Missouri,Saint Louis,0,6,6
2472,2015,July,Georgia,Suwanee,5,0,5
2473,2015,July,Florida,Miami Gardens,1,3,4
2474,2015,July,New York,Bronx,0,6,6
2475,2015,July,Virginia,Suffolk,0,4,4
2476,2015,July,Kentucky,Louisville,0,6,6
2477,2015,July,North Carolina,Rocky Mount,0,4,4
2478,2015,July,California,San Diego,0,4,4
2479,2015,July,California,Santa Paula,0,5,5
2480,2015,July,Oregon,Salem,1,4,5
2481,2015,July,Louisiana,Baton Rouge,2,2,4
2482,2015,July,Illinois,Chicago,0,5,5
2483,2015,July,Ohio,Cincinnati (Westwood),0,4,4
2484,2015,July,District of Columbia,Washington,1,3,4
2485,2015,July,Texas,Dallas,0,5,5
2486,2015,July,Tennessee,Chattanooga,6,2,8
2487,2015,July,Georgia,Atlanta,0,5,5
2488,2015,July,Maryland,Baltimore,1,3,4
2489,2015,July,Ohio,Cleveland,0,7,7
2490,2015,July,Michigan,Detroit,0,4,4
2491,2015,July,South Carolina,Holly Hill,4,1,5
2492,2015,July,Missouri,Saint Louis,0,4,4
2493,2015,July,California,Norwalk,0,4,4
2494,2015,July,California,Stockton,1,4,5
2495,2015,July,Illinois,River Forest,2,3,5
2496,2015,July,New Jersey,Jersey City,0,4,4
2497,2015,July,Ohio,Cleveland,1,3,4
2498,2015,July,Maryland,Baltimore,3,1,4
2499,2015,July,Louisiana,Shreveport,0,6,6
2500,2015,July,Indiana,Fort Wayne,0,9,9
2501,2015,July,New Jersey,East Orange,1,3,4
2502,2015,July,Kentucky,Louisville,0,4,4
2503,2015,July,Massachusetts,Pittsfield,1,4,5
2504,2015,July,District of Columbia,Washington,1,3,4
2505,2015,July,New York,Syracuse,0,4,4
2506,2015,July,Texas,San Antonio,0,4,4
2507,2015,July,Indiana,Indianapolis,1,3,4
2508,2015,June,Florida,Opa Locka,0,4,4
2509,2015,June,Illinois,Venice,0,6,6
2510,2015,June,Michigan,Detroit,0,5,5
2511,2015,June,Delaware,Harrington,0,6,6
